"Selected_Method","Data_Access_Date","Latest_Available_Observation","Forecast_Target_Period","Forecasted_Visitors","MAD","MAPE_pct","Tracking_Signal"
"Seasonal Indices","2026-05-31","March 2026","April 2026",3045719,1719001,32.26,5.279
